Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_6pnf_4xz7,:@computed_region_6ezc_tdp2,:@computed_region_viu7_rrfi,:@computed_region_n4xg_c4py
B153001,10/30/2015,04/20/2016,86940.00,false,false,1,0 Block of Museum Way,94114,8,Castro/Upper Market,"(37.764517414665896, -122.44021951371262)",113,7,5,5,3,5,5,15,28862,1,,,
B160785,02/26/2016,04/19/2016,15000.00,false,false,1,1800 Block of 25th Avenue,94122,4,Sunset/Parkside,"(37.753022034755794, -122.48290354128063)",39,10,7,35,35,8,3,1,56,1,,,
B153390,12/09/2015,04/15/2016,46875.50,false,true,1,400 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.78019449603071, -122.46106615005418)",5,8,4,11,11,6,2,11,54,1,,,
B160088,01/11/2016,04/15/2016,53636.00,false,false,3,200 Block of Mississippi Street,94107,10,Potrero Hill,"(37.76333400140185, -122.39458302840657)",54,2,9,26,29,3,8,14,28856,1,,,
B160152,01/15/2016,04/15/2016,25000.00,false,false,1,1200 Block of Masonic Avenue,94117,5,Haight Ashbury,"(37.76972814729271, -122.44532047493537)",25,7,11,3,9,5,11,15,29492,1,,,
B161384,,04/14/2016,16600.00,false,false,1,3200 Block of 21st Street,94110,9,Mission,"(37.75698022918082, -122.42073317148787)",53,3,2,20,19,4,7,2,28859,2,,,
B161383,,04/14/2016,26597.00,false,false,5,0 Block of Farragut Avenue,94112,11,Outer Mission,"(37.710378052435836, -122.44975141903512)",66,9,1,28,25,7,6,9,28861,2,,,
B151561,06/26/2015,04/12/2016,70000.00,false,false,3,0 Block of Cook Street,94118,2,Presidio Heights,"(37.782761528072655, -122.45225544814764)",11,8,6,31,31,6,1,15,54,1,,,
B152269,09/10/2015,04/06/2016,55000.00,false,true,2,200 Block of 16th Avenue,94118,1,Outer Richmond,"(37.7833915208137, -122.47523408403816)",5,8,4,29,26,6,2,11,54,1,,,
B160284,02/02/2016,04/04/2016,50000.00,false,false,5,2900 Block of Harrison Street,94110,9,Mission,"(37.75023923817465, -122.41160055918989)",53,3,2,20,19,4,7,2,28859,1,,,
B153127,11/12/2015,04/01/2016,50000.00,false,true,4,0 Block of Marion Place,94133,3,Russian Hill,"(37.79991186295708, -122.41531892999261)",107,6,3,32,32,1,10,5,308,1,,,
B160651,02/18/2016,04/01/2016,17750.00,false,false,1,1800 Block of Mcallister Street,94115,5,Lone Mountain/USF,"(37.77721463170213, -122.44248867977386)",97,7,11,18,16,5,11,15,29492,1,,,
B160268,01/27/2016,03/31/2016,,true,false,4,1200 Block of California Street,94109,3,Nob Hill,"(37.79136562299127, -122.41493976810898)",16,6,3,21,21,1,10,5,28858,1,,,
B153477,12/24/2015,03/30/2016,37000.00,false,false,2,300 Block of Octavia Street,94102,5,Hayes Valley,"(37.77552471586337, -122.42450853573642)",22,4,11,9,10,9,11,7,28852,1,,,
B153174,11/16/2015,03/28/2016,55000.00,false,false,2,64396400 Block of California Street,94121,1,Outer Richmond,"(37.783754616521065, -122.48661576974355)",8,8,4,29,26,6,2,11,55,2,,,
B160262,01/26/2016,03/24/2016,15000.00,false,false,2,500 Block of Teresita Boulevard,94127,7,West of Twin Peaks,"(37.738002083190125, -122.4464496476221)",72,9,8,41,40,7,4,9,59,1,,,
B161121,03/24/2016,03/24/2016,175000.00,false,false,2,1100 Block of Pacific Avenue,94133,3,Nob Hill,"(37.79608047931214, -122.41383266925003)",107,6,3,21,21,1,10,5,308,1,,,
B152844,10/14/2015,03/23/2016,67500.00,false,false,3,0 Block of Talbert Street,94134,10,Visitacion Valley,"(37.71121352466791, -122.4060594531769)",75,9,9,40,39,7,8,9,309,2,,,
B160272,01/28/2016,03/22/2016,20000.00,false,false,2,800 Block of Clayton Street,94117,5,Haight Ashbury,"(37.765614199735744, -122.44766089640581)",114,7,11,3,9,5,11,15,29492,1,,,
B153385,12/08/2015,03/22/2016,32000.00,false,false,1,1300 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.76215611673067, -122.48784251507641)",39,10,7,35,35,8,3,1,56,1,,,
B153504,12/31/2015,03/15/2016,7301.00,false,true,1,0 Block of Newton Street,94112,11,Excelsior,"(37.71393981335662, -122.43894329674553)",58,9,1,7,5,7,6,9,28861,2,,,
B153179,11/17/2015,03/14/2016,5500.00,false,false,1,1500 Block of 33rd Avenue,94122,4,Sunset/Parkside,"(37.75823493309249, -122.4918709473526)",39,10,7,35,35,8,3,1,56,1,,,
B161084,03/14/2016,03/14/2016,8000.00,false,false,1,1100 Block of Francisco Street,94109,2,Russian Hill,"(37.80325482875825, -122.42408602684144)",107,4,6,32,32,9,1,5,28858,1,,,
B161081,03/11/2016,03/11/2016,10000.00,false,false,2,1200 Block of 21st Avenue,94122,4,Sunset/Parkside,"(37.764412253173205, -122.47926339005936)",39,10,7,35,35,8,3,1,56,1,,,
B160894,03/07/2016,03/11/2016,40000.00,false,false,3,500 Block of 17th Avenue,94121,1,Outer Richmond,"(37.77762661061808, -122.47588768943086)",5,8,4,29,26,6,2,11,54,1,,,
B153059,11/03/2015,03/11/2016,20000.00,false,false,2,600 Block of Vienna Street,94112,11,Excelsior,"(37.71810995738932, -122.43211001439875)",90,9,1,7,5,7,6,9,28861,2,,,
B153501,12/29/2015,03/09/2016,5600.00,false,false,1,3700 Block of Fillmore Street,94123,2,Marina,"(37.80588630888819, -122.43719485105419)",17,4,6,13,17,9,1,13,57,1,,,
B160160,01/20/2016,03/08/2016,10000.00,false,false,2,1300 Block of 45th Avenue,94122,4,Sunset/Parkside,"(37.76140516029353, -122.50485311228569)",39,10,7,35,35,8,3,1,56,1,,,
B160904,,03/08/2016,550.00,false,true,1,900 Block of Garfield Street,94132,11,Oceanview/Merced/Ingleside,"(37.71969814066616, -122.4712026394145)",64,10,1,24,24,8,6,9,64,2,,,
B160153,01/07/2016,03/04/2016,12000.00,false,false,1,800 Block of Rutland Street,94134,10,Visitacion Valley,"(37.71200200162132, -122.40760797613721)",75,9,9,40,39,7,8,9,309,2,,,
B160069,01/06/2016,03/03/2016,30000.00,false,false,2,1800 Block of California Street,94109,2,Western Addition,"(37.79000194477482, -122.4247845656484)",102,4,6,39,41,9,1,13,28858,1,,,
B153500,12/29/2015,03/02/2016,15000.00,false,false,1,4600 Block of Balboa Street,94121,1,Outer Richmond,"(37.77525608618311, -122.50856215583525)",6,8,4,29,26,6,2,11,55,1,,,
B153314,11/25/2015,03/02/2016,30000.00,false,true,3,0 Block of Neptune Street,94124,10,Bayview Hunters Point,"(37.730601911000484, -122.39694875567591)",87,2,9,1,1,3,8,10,58,2,,,
B152901,10/21/2015,03/01/2016,30000.00,false,false,1,600 Block of 9th  Avenue,94118,1,Inner Richmond,"(37.77615847350511, -122.46708425977889)",5,8,4,11,11,6,2,11,54,1,,,
B152761,10/07/2015,03/01/2016,100000.00,false,false,1,300 Block of Douglass Street,94114,8,Twin Peaks,"(37.757631466137724, -122.43912270490682)",115,3,5,38,38,4,5,2,28862,1,,,
B153392,12/10/2015,02/29/2016,75000.00,false,false,6,900 Block of Dolores Street,94110,8,Mission,"(37.75423784940128, -122.42523826213522)",52,3,5,20,19,4,5,2,28859,1,,,
B160780,02/24/2016,02/24/2016,150000.00,false,false,2,1800 Block of Webster Street,94115,5,Pacific Heights,"(37.78791925357512, -122.43202492664624)",101,4,11,30,27,9,11,13,29490,1,,,
B152584,09/24/2015,02/23/2016,30000.00,false,true,2,300 Block of South Van Ness Avenue,94103,9,Mission,"(37.76760951442361, -122.41765482004834)",53,3,2,20,19,4,7,8,28853,2,,,
B152988,10/27/2015,02/22/2016,10000.00,false,false,2,200 Block of Jersey Street,94114,8,Noe Valley,"(37.75064041782624, -122.43068003170856)",84,3,5,22,22,4,5,2,28862,1,,,
B153129,11/12/2015,02/19/2016,35000.00,false,false,1,700 Block of Fillmore Street,94117,5,Hayes Valley,"(37.776288363317796, -122.4313598537381)",23,4,11,9,10,9,11,15,29492,1,,,
B151693,07/06/2015,02/18/2016,45000.00,false,false,1,4400 Block of 23rd Street,94114,8,Noe Valley,"(37.75238439368659, -122.44164324129721)",51,3,5,22,22,4,5,2,28862,1,,,
B152848,10/15/2015,02/18/2016,59570.42,false,false,1,3100 Block of Mission Street,94110,9,Bernal Heights,"(37.74650403829914, -122.41937471984073)",83,9,2,2,2,7,7,2,28859,1,,,
B160650,02/17/2016,02/17/2016,5000.00,false,false,2,1200 Block of Polk Street,94109,3,Nob Hill,"(37.78798096191927, -122.42023159032618)",50,4,3,21,21,9,10,13,28858,2,,,
B153443,12/18/2015,02/17/2016,23000.00,false,false,2,400 Block of Vallejo Street,94133,3,North Beach,"(37.799189519691375, -122.40435388682837)",18,6,3,23,23,1,10,3,308,1,,,
B153386,12/08/2015,02/16/2016,16560.00,false,false,5,1200 Block of Brussels Street,94134,10,Visitacion Valley,"(37.71689854125265, -122.40141886545537)",91,9,9,40,39,7,8,10,309,2,,,
B153304,11/24/2015,02/09/2016,60000.00,false,true,2,100 Block of Danvers Street,94114,8,Castro/Upper Market,"(37.75994781323042, -122.44327260022604)",115,3,5,5,3,4,5,2,28862,1,,,
B152516,09/15/2015,02/09/2016,10500.00,false,false,1,200 Block of Waller Street,94102,5,Hayes Valley,"(37.771433759863136, -122.42778087982185)",27,7,11,9,10,9,11,7,28852,1,,,
B152895,10/20/2015,02/09/2016,36000.00,false,false,2,3900 Block of Quintara Street,94116,4,Sunset/Parkside,"(37.74720556327801, -122.50742320184986)",39,10,7,35,35,8,3,1,29491,1,,,
B152896,10/20/2015,02/09/2016,35000.00,false,false,1,3900 Block of Quintara Street,94116,4,Sunset/Parkside,"(37.74720556327801, -122.50742320184986)",39,10,7,35,35,8,3,1,29491,1,,,
B152280,08/27/2015,02/09/2016,8950.00,false,false,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)",93,9,5,2,2,7,5,2,28861,1,,,
B151902,07/17/2015,02/05/2016,50361.14,false,false,2,300 Block of Capp Street,94110,9,Mission,"(37.761097151561124, -122.41826370590525)",53,3,2,20,19,4,7,2,28859,2,,,
B153068,11/05/2015,02/03/2016,29500.00,false,false,6,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.740784648249466, -122.50569443103865)",39,10,7,35,35,8,3,1,29491,1,,,
B153247,11/19/2015,02/01/2016,26385.96,false,true,1,1000 Block of Montgomery Street,94133,3,North Beach,"(37.798706214268826, -122.40388971232298)",106,6,3,23,23,1,10,3,308,2,,,
B152898,10/20/2015,02/01/2016,60000.00,false,false,1,1100 Block of De Haro Street,94107,10,Potrero Hill,"(37.75591088577174, -122.40067862727109)",54,2,9,26,29,3,8,10,28856,2,,,
B153072,11/06/2015,02/01/2016,25000.00,false,true,1,500 Block of Hill Street,94114,8,Noe Valley,"(37.75541055251574, -122.43336700692961)",115,3,5,22,22,4,5,2,28862,1,,,
B151479,06/12/2015,01/29/2016,53703.46,false,false,2,100 Block of Downey Street,94117,5,Haight Ashbury,"(37.76541825789241, -122.4467836390964)",114,7,11,3,9,5,11,15,29492,1,,,
B153379,12/03/2015,01/28/2016,23283.42,false,false,2,0 Block of Corwin Street,94114,8,Twin Peaks,"(37.75716290969123, -122.43961300388543)",115,3,5,38,38,4,5,2,28862,1,,,
B160158,01/19/2016,01/27/2016,23000.00,false,false,2,1600 Block of Beach Street,94123,2,Marina,"(37.804693684724285, -122.43627880206397)",17,4,6,13,17,9,1,13,57,1,,,
B153324,12/01/2015,01/27/2016,5000.00,false,false,2,900 Block of Hyde Street,94109,3,Nob Hill,"(37.78956900563585, -122.4171791876578)",50,6,3,21,21,1,10,13,28858,1,,,
B160263,01/26/2016,01/27/2016,5553.00,false,false,1,200 Block of Ellington Avenue,94112,11,Outer Mission,"(37.71382542663259, -122.44455912541744)",66,9,1,28,25,7,6,9,28861,2,,,
B153381,12/04/2015,01/26/2016,2750.00,false,false,1,1800 Block of 27th Avenue,94122,4,Sunset/Parkside,"(37.75292744232603, -122.48504884248662)",39,10,7,35,35,8,3,1,56,1,,,
B152993,10/28/2015,01/22/2016,50000.00,false,false,2,3200 Block of Gough Street,94123,2,Marina,"(37.803250180941724, -122.4283736359348)",17,4,6,13,17,9,1,13,28858,1,,,
B160219,,01/22/2016,38200.00,false,false,2,500 Block of Miramar Avenue,94112,7,West of Twin Peaks,"(37.726653572965525, -122.45807887663618)",71,9,8,41,40,7,4,9,28861,1,,,
B160074,01/08/2016,01/22/2016,9000.00,false,false,3,1500 Block of Ortega Street,94122,4,Sunset/Parkside,"(37.752265830897166, -122.48009705803946)",39,10,7,35,35,8,3,1,56,1,,,
B153246,11/19/2015,01/19/2016,24000.00,false,false,2,800 Block of Rutland Street,94134,10,Visitacion Valley,"(37.71200200162132, -122.40760797613721)",75,9,9,40,39,7,8,9,309,2,,,
B151540,06/18/2015,01/19/2016,20000.00,false,false,2,900 Block of Judah Street,94122,7,Inner Sunset,"(37.761819307435914, -122.47209111524754)",109,10,8,14,12,8,4,1,56,1,,,
B153000,10/29/2015,01/19/2016,40000.00,false,false,1,500 Block of London Street,94112,11,Excelsior,"(37.72045774558472, -122.43703098813621)",90,9,1,7,5,7,6,9,28861,2,,,
B153383,12/03/2015,01/19/2016,12500.00,false,false,2,300 Block of Tara Street,94112,11,Oceanview/Merced/Ingleside,"(37.71868231573405, -122.45013724486643)",81,10,1,24,24,8,6,9,28861,2,,,
B152729,10/06/2015,01/13/2016,20000.00,false,true,1,100 Block of Stillings Avenue,94131,7,West of Twin Peaks,"(37.734615861265326, -122.44365434556993)",72,9,8,41,40,7,4,9,63,1,,,
B152756,10/06/2015,01/13/2016,20000.00,false,true,1,100 Block of Stillings Avenue,94131,7,West of Twin Peaks,"(37.734615861265326, -122.44365434556993)",72,9,8,41,40,7,4,9,63,1,,,
B160098,,01/13/2016,23000.00,false,false,1,200 Block of Steiner Street,94117,5,Haight Ashbury,"(37.77165522124299, -122.43211360181907)",26,4,11,3,9,9,11,15,29492,1,,,
B152987,10/27/2015,01/12/2016,48500.00,false,true,2,200 Block of Jersey Street,94114,8,Noe Valley,"(37.75064041782624, -122.43068003170856)",84,3,5,22,22,4,5,2,28862,1,,,
B152899,10/21/2015,01/08/2016,61750.00,false,false,1,100 Block of Noe Street,94114,8,Castro/Upper Market,"(37.767057655689186, -122.43343907567767)",28,7,5,5,3,5,5,15,28862,1,,,
B160072,,01/07/2016,22500.00,false,true,1,0 Block of Sumner Street,94103,6,South of Market,"(37.77625250703247, -122.41055419197963)",32,1,10,34,34,2,9,8,28853,2,,,1
B160086,,01/07/2016,45000.00,false,true,1,100 Block of Caselli Avenue,94114,8,Castro/Upper Market,"(37.7596944125705, -122.44190438573229)",115,3,5,5,3,4,5,2,28862,1,,,
B152757,10/06/2015,01/07/2016,26500.00,false,false,1,2800 Block of Green Street,94123,2,Marina,"(37.79485643360687, -122.44598662759168)",14,4,6,13,17,9,1,13,57,1,,,
B160073,,01/07/2016,100000.00,false,false,2,2900 Block of Harrison Street,94110,9,Mission,"(37.75023923817465, -122.41160055918989)",53,3,2,20,19,4,7,2,28859,1,,,
B160070,01/05/2016,01/05/2016,2070.00,false,false,2,1700 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.75380587903769, -122.50754067063454)",39,10,7,35,35,8,3,1,56,1,,,
B153128,11/12/2015,01/05/2016,20000.00,false,false,2,300 Block of Harkness Avenue,94134,10,Visitacion Valley,"(37.71764889414259, -122.40416341290003)",75,9,9,40,39,7,8,10,309,2,,,
B152999,10/29/2015,01/04/2016,25000.00,false,true,2,2100 Block of 17th Avenue,94116,7,West of Twin Peaks,"(37.74780982064199, -122.47381181521115)",44,10,8,41,40,8,4,1,29491,1,,,
B152850,10/15/2015,01/04/2016,35000.00,false,false,2,0 Block of Alpine Terrace,94117,8,Haight Ashbury,"(37.76963760008128, -122.43761117690401)",112,7,5,3,9,5,5,15,29492,1,,,
B153307,11/30/2015,12/30/2015,34500.00,false,false,1,100 Block of Guerrero Street,94103,8,Mission,"(37.76856155921757, -122.42458408622828)",37,3,5,20,19,4,5,8,28853,2,,,
B153063,11/04/2015,12/29/2015,60000.00,false,false,1,100 Block of Alpine Terrace,94117,8,Castro/Upper Market,"(37.76813267409764, -122.4374543731285)",112,7,5,5,3,5,5,15,29492,1,,,
B152523,09/17/2015,12/28/2015,40082.70,false,false,1,300 Block of Lexington Street,94110,9,Mission,"(37.7577514035796, -122.42035364524841)",53,3,2,20,19,4,7,2,28859,2,,,
B152902,10/22/2015,12/28/2015,27000.00,false,true,4,1200 Block of 38th Avenue,94122,4,Sunset/Parkside,"(37.763601325316024, -122.49761916455316)",39,10,7,35,35,8,3,1,56,1,,,
B153480,12/28/2015,12/28/2015,15000.00,false,false,3,800 Block of Alabama Street,94110,9,Mission,"(37.75828025254214, -122.41157108424788)",53,3,2,20,19,4,7,2,28859,2,,,
B153005,11/02/2015,12/24/2015,8000.00,false,false,1,500 Block of 21st Avenue,94121,1,Outer Richmond,"(37.77742559954121, -122.4803119947042)",8,8,4,29,26,6,2,11,55,1,,,
B152849,10/15/2015,12/23/2015,20000.00,false,false,2,2900 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79224704319045, -122.44384135074222)",102,8,6,30,27,6,1,13,29490,1,,,
B152282,09/01/2015,12/22/2015,89518.33,false,false,4,900 Block of Valencia Street,94110,9,Mission,"(37.75730586479415, -122.42108671824279)",53,3,2,20,19,4,7,2,28859,2,,,
B153475,12/21/2015,12/21/2015,10000.00,false,false,2,0 Block of Gardenside Drive,94131,8,Twin Peaks,"(37.75177810084912, -122.44498894592772)",51,7,5,38,38,5,5,2,63,1,,,
B152998,10/29/2015,12/18/2015,7000.00,false,false,2,0 Block of Harrington Street,94112,11,Outer Mission,"(37.72556992232176, -122.43538508558287)",94,9,1,28,25,7,6,9,28861,1,,,
B152997,10/29/2015,12/18/2015,8000.00,false,false,2,900 Block of Pine Street,94108,3,Nob Hill,"(37.79069876866787, -122.41162121028755)",50,6,3,21,21,1,10,5,28857,1,,,
B152767,10/08/2015,12/18/2015,38200.00,false,false,1,3500 Block of 19th Street,94110,8,Mission,"(37.76002135916768, -122.42183647997781)",37,3,5,20,19,4,5,2,28859,1,,,
B152949,10/23/2015,12/15/2015,8586.00,false,false,1,1000 Block of Eddy Street,94109,5,Western Addition,"(37.782321233948245, -122.42576330336104)",100,4,11,39,41,9,11,7,28858,2,,,
B152890,10/19/2015,12/15/2015,20000.00,false,true,2,1300 Block of Union Street,94109,2,Russian Hill,"(37.79892055527761, -122.42152382647151)",107,4,6,32,32,9,1,13,28858,1,,,
B150597,03/17/2015,12/11/2015,54000.00,false,false,2,100 Block of Valley Street,94131,8,Noe Valley,"(37.744621476645236, -122.42560796238708)",84,9,5,22,22,7,5,2,63,1,,,
B153387,12/08/2015,12/08/2015,16560.00,false,false,5,1200 Block of Brussels Street,94134,10,Visitacion Valley,"(37.71689854125265, -122.40141886545537)",91,9,9,40,39,7,8,10,309,2,,,
B153133,11/12/2015,12/07/2015,5000.00,false,false,1,1800 Block of Sacramento Street,94109,2,Pacific Heights,"(37.79113085362188, -122.42332734432071)",102,4,6,30,27,9,1,13,28858,1,,,
B151372,06/02/2015,12/07/2015,112794.00,false,true,2,100 Block of Lower Terrace,94114,8,Castro/Upper Market,"(37.76332860675092, -122.44288933528475)",112,7,5,5,3,5,5,15,28862,1,,,
B151373,06/02/2015,12/07/2015,25600.00,false,true,1,100 Block of Lower Terrace,94114,8,Castro/Upper Market,"(37.76332860675092, -122.44288933528475)",112,7,5,5,3,5,5,15,28862,1,,,
B153382,,12/02/2015,41979.86,false,true,1,200 Block of Corbett Avenue,94114,8,Castro/Upper Market,"(37.761444422017114, -122.44339999423417)",115,7,5,5,3,5,5,15,28862,1,,,
B152272,08/21/2015,12/01/2015,75690.00,false,false,1,2600 Block of Mission Street,94110,9,Mission,"(37.754640937473326, -122.41860177973655)",53,3,2,20,19,4,7,2,28859,2,,,
B152274,08/24/2015,12/01/2015,30000.00,false,true,1,600 Block of Capp Street,94110,9,Mission,"(37.75630587543189, -122.41766646371849)",53,3,2,20,19,4,7,2,28859,2,,,
B152524,09/17/2015,11/30/2015,80000.00,false,false,4,1000 Block of Church Street,94114,8,Noe Valley,"(37.75409012604226, -122.42772837727907)",52,3,5,22,22,4,5,2,28862,1,,,
B153317,,11/30/2015,55000.00,false,false,2,2000 Block of Powell Street,94133,3,North Beach,"(37.80348977593506, -122.41155318974742)",106,6,3,23,23,1,10,3,308,1,,,
B151789,07/14/2015,11/30/2015,80000.00,false,true,4,3500 Block of 24th Street,94110,8,Mission,"(37.752063998834316, -122.42224208187952)",52,3,5,20,19,4,5,2,28859,1,,,
B152526,09/18/2015,11/25/2015,32500.00,false,true,5,100 Block of Raymond Avenue,94134,10,Visitacion Valley,"(37.712974703616034, -122.40610330887785)",75,9,9,40,39,7,8,9,309,2,,,
B152317,08/28/2015,11/25/2015,20000.00,false,false,2,1900 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77549494919872, -122.4484478812997)",24,7,11,18,16,5,11,15,29492,1,,,
B152265,08/19/2015,11/24/2015,105733.32,false,false,4,1100 Block of Shotwell Street,94110,9,Mission,"(37.750041587611385, -122.41486881281793)",53,3,2,20,19,4,7,2,28859,2,,,
B152551,09/21/2015,11/23/2015,40000.00,false,false,2,500 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77738322770273, -122.48124465192733)",8,8,4,29,26,6,2,11,55,1,,,
B151907,07/21/2015,11/20/2015,45068.80,false,false,2,100 Block of 26th Avenue,94121,2,Seacliff,"(37.78663300121139, -122.4862122761523)",1,8,6,33,33,6,1,11,55,1,,,
B153261,11/20/2015,11/20/2015,29000.00,false,true,1,300 Block of Monticello Street,94132,11,Oceanview/Merced/Ingleside,"(37.72064235584837, -122.47069636993143)",64,10,1,24,24,8,6,9,64,2,,,
B152474,09/14/2015,11/19/2015,5000.00,false,false,1,0 Block of Adair Street,94103,9,Mission,"(37.76577395438407, -122.41809321583075)",53,3,2,20,19,4,7,8,28853,2,,,
B151695,07/08/2015,11/19/2015,25000.00,false,true,1,0 Block of Walter Street,94114,8,Castro/Upper Market,"(37.76839321885807, -122.43231279695766)",28,7,5,5,3,5,5,15,28862,1,,,
B152264,08/18/2015,11/17/2015,69500.00,false,false,1,2600 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78957969197858, -122.43650679463065)",102,4,6,30,27,6,1,13,29490,1,,,
B151295,05/21/2015,11/16/2015,70000.00,false,true,5,2700 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.735751595099316, -122.50104514911315)",40,10,7,35,35,8,3,1,29491,1,,,
B153135,,11/12/2015,48500.00,false,false,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)",97,4,11,39,41,5,11,15,29490,2,,,
B153134,,11/12/2015,28000.00,false,true,1,700 Block of Tennessee Street,94107,10,Potrero Hill,"(37.762344115223044, -122.38973925275184)",55,2,9,26,29,3,8,10,28856,1,,,
B152078,08/07/2015,11/10/2015,20000.00,false,true,1,200 Block of San Jose Avenue,94110,8,Mission,"(37.751243964324054, -122.42158533426783)",53,3,5,20,19,4,5,2,28859,1,,,
B153124,,11/10/2015,12606.13,false,false,1,1400 Block of Newcomb Avenue,94124,10,Bayview Hunters Point,"(37.733592415360896, -122.38701801789368)",86,2,9,1,1,3,8,10,58,2,,,
B153121,,11/09/2015,5000.00,false,false,1,2300 Block of Ofarrell Street,94115,2,Lone Mountain/USF,"(37.78192058877591, -122.4426985467415)",13,7,6,18,16,5,1,15,29490,1,,,
B153122,,11/09/2015,80000.00,false,true,1,400 Block of 35th Avenue,94121,1,Outer Richmond,"(37.78055577895431, -122.49558949422929)",8,8,4,29,26,6,2,11,55,1,,,
B152950,10/26/2015,11/05/2015,5000.00,false,true,1,2400 Block of 46th Avenue,94116,4,Sunset/Parkside,"(37.74083869609244, -122.50448602912769)",39,10,7,35,35,8,3,1,29491,1,,,
B152705,09/29/2015,11/02/2015,22000.00,false,false,1,600 Block of 24th Avenue,94121,1,Outer Richmond,"(37.77728581530453, -122.48338867095056)",8,8,4,29,26,6,2,11,55,1,,,
B153010,,11/02/2015,48500.00,false,false,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)",97,4,11,39,41,5,11,15,29490,2,,,
B151968,07/24/2015,10/28/2015,48000.00,false,false,2,1300 Block of 12th Avenue,94122,5,Inner Sunset,"(37.76296198345771, -122.46952597496633)",109,10,11,14,12,8,11,1,56,1,,,
B152258,08/14/2015,10/28/2015,62000.00,false,false,2,2200 Block of 15th  Street,94114,8,Castro/Upper Market,"(37.765739788651025, -122.43435845409579)",28,7,5,5,3,5,5,15,28862,1,,,
B152467,09/04/2015,10/27/2015,45600.00,false,false,2,700 Block of 44th Avenue,94121,1,Outer Richmond,"(37.77444199494226, -122.50467922330539)",8,8,4,29,26,6,2,11,55,1,,,
B153003,,10/26/2015,88292.50,false,false,4,500 Block of Waller Street,94117,5,Haight Ashbury,"(37.770966902604584, -122.43232175473622)",26,7,11,3,9,5,11,15,29492,1,,,
B153002,,10/26/2015,76981.35,false,false,5,500 Block of Waller Street,94117,5,Haight Ashbury,"(37.770966902604584, -122.43232175473622)",26,7,11,3,9,5,11,15,29492,1,,,
B152952,,10/26/2015,12500.00,false,false,1,0 Block of Glover Street,94109,3,Nob Hill,"(37.79712668725306, -122.41610220019291)",107,6,3,21,21,1,10,5,28858,1,,,
B152904,10/22/2015,10/22/2015,45000.00,false,true,3,2200 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.7447118012317, -122.50167160695871)",39,10,7,35,35,8,3,1,29491,1,,,
B151583,06/30/2015,10/22/2015,34500.00,false,false,3,1200 Block of York Street,94110,9,Mission,"(37.752058749686704, -122.40804392744808)",53,3,2,20,19,4,7,2,28859,1,,,
B151196,05/14/2015,10/21/2015,42500.00,false,false,2,1300 Block of 20th Avenue,94122,4,Sunset/Parkside,"(37.76258094549407, -122.47819548332276)",39,10,7,35,35,8,3,1,56,1,,,
B152318,08/28/2015,10/21/2015,5551.00,false,false,1,3000 Block of Balboa Street,94121,1,Outer Richmond,"(37.775929598182074, -122.4914189988718)",8,8,4,29,26,6,2,11,55,1,,,
B151891,07/15/2015,10/19/2015,42000.00,false,false,3,1200 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.76436014145552, -122.48047205453335)",39,10,7,35,35,8,3,1,56,1,,,
B151911,07/24/2015,10/16/2015,20000.00,false,false,1,1600 Block of Beach Street,94123,2,Marina,"(37.80458525945776, -122.43625655309144)",17,4,6,13,17,9,1,13,57,1,,,
B151967,07/24/2015,10/14/2015,29500.00,false,false,2,200 Block of Diamond Street,94114,8,Castro/Upper Market,"(37.758352949646834, -122.43703143877215)",115,3,5,5,3,4,5,2,28862,1,,,
B152847,,10/14/2015,29500.00,false,false,1,2400 Block of Buchanan Street,94115,2,Pacific Heights,"(37.792440182071644, -122.43124587856903)",102,4,6,30,27,9,1,13,29490,1,,,
B152843,,10/13/2015,31250.00,false,false,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)",97,4,11,39,41,5,11,15,29490,2,,,
B152842,,10/13/2015,31250.00,false,false,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)",97,4,11,39,41,5,11,15,29490,2,,,
